id,name,iso2,iso3,flag_url,location,description,primary_category,primary_category_colour,primary_category_icon,primary_value,secondary_category,secondary_category_colour,secondary_category_icon,secondary_value,colour1,colour2,colour3,colour4,colour5,colour1_url,colour2_url,colour3_url,colour4_url,colour5_url,symbol1,symbol2,symbol3,symbol1_url,symbol2_url,symbol3_url,pattern1,pattern1_url,points
luxembourg,Luxembourg,LU,LUX,https://clintongreen.github.io/vexx-assets/flags/lu.png,Europe • Western Europe,"The red, white and light blue tricolour reflects the nation's historic colours.",Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Constitutional monarchy,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"2,586 km²",red,white,blue,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blue.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,horizontal-triband,https://clintongreen.github.io/vexx-assets/patterns/horizontal-triband.png,6
madagascar,Madagascar,MG,MDG,https://clintongreen.github.io/vexx-assets/flags/mg.png,Africa • Eastern Africa,"The white, red and green colours represent purity, sovereignty and hope.",Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Island,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,French,red,green,white,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
malawi,Malawi,MW,MWI,https://clintongreen.github.io/vexx-assets/flags/mw.png,Africa • Eastern Africa,The rising red sun symbolizes the dawn of freedom in Africa.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,English,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Landlocked,red,green,black,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,sun,,,https://clintongreen.github.io/vexx-assets/symbols/sun.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
malaysia,Malaysia,MY,MYS,https://clintongreen.github.io/vexx-assets/flags/my.png,Asia • South-Eastern Asia,The crescent represents Islam while the fourteen-pointed star symbolizes the federation.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"330,803 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,35.6 million,red,white,navy,yellow,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,crescent,star,,https://clintongreen.github.io/vexx-assets/symbols/crescent.png,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,canton,https://clintongreen.github.io/vexx-assets/patterns/canton.png,9
maldives,Maldives,MV,MDV,https://clintongreen.github.io/vexx-assets/flags/mv.png,Asia • Southern Asia,The green rectangle represents peace while the white crescent reflects Islam.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,"527,799",Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,green,red,white,,,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
mali,Mali,ML,MLI,https://clintongreen.github.io/vexx-assets/flags/ml.png,Africa • Western Africa,"The green, yellow and red tricolour reflects hope, wealth and sacrifice.",Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"1,240,192 km²",red,green,yellow,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,horizontal-triband,https://clintongreen.github.io/vexx-assets/patterns/horizontal-triband.png,6
malta,Malta,MT,MLT,https://clintongreen.github.io/vexx-assets/flags/mt.png,Europe • Southern Europe,The George Cross honours the nation's bravery during the Second World War.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Island,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,English,white,red,black,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
marshall-islands,Marshall Islands,MH,MHL,https://clintongreen.github.io/vexx-assets/flags/mh.png,Oceania • Micronesia,The rays symbolize the island chains while the star represents the nation's districts.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,English,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Archipelago,navy,yellow,white,,,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
mauritania,Mauritania,MR,MRT,https://clintongreen.github.io/vexx-assets/flags/mr.png,Africa • Western Africa,The crescent and star symbolize Islam while the gold represents the Sahara Desert.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"1,030,700 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,5.2 million,yellow,red,green,,,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,crescent,star,,https://clintongreen.github.io/vexx-assets/symbols/crescent.png,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
mauritius,Mauritius,MU,MUS,https://clintongreen.github.io/vexx-assets/flags/mu.png,Africa • Eastern Africa,"The four coloured stripes represent freedom, the Indian Ocean, fertile land and the future.",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,1.2 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,green,navy,red,yellow,,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
mexico,Mexico,MX,MEX,https://clintongreen.github.io/vexx-assets/flags/mx.png,North America • North America,The eagle devouring a serpent recalls the Aztec founding legend of Tenochtitlan.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"1,964,375 km²",black,yellow,red,green,white,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/white.png,eagle,,,https://clintongreen.github.io/vexx-assets/symbols/eagle.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,vertical-triband,https://clintongreen.github.io/vexx-assets/patterns/vertical-triband.png,9
micronesia,Micronesia,FM,FSM,https://clintongreen.github.io/vexx-assets/flags/fm.png,Oceania • Micronesia,The four stars represent the federated states on a field of the Pacific Ocean.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Archipelago,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,English,blue,white,,,,https://clintongreen.github.io/vexx-assets/colours/blue.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,4
moldova,Moldova,MD,MDA,https://clintongreen.github.io/vexx-assets/flags/md.png,Europe • Eastern Europe,The eagle in the coat of arms represents sovereignty and national identity.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Moldavian,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Landlocked,black,yellow,red,green,navy,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,coat-of-arms,,,https://clintongreen.github.io/vexx-assets/symbols/coat-of-arms.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,8
monaco,Monaco,MC,MCO,https://clintongreen.github.io/vexx-assets/flags/mc.png,Europe • Western Europe,The simple red and white bicolour reflects the colours of the Grimaldi family.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,2.02 km²,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,"38,631",red,white,,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,4
mongolia,Mongolia,MN,MNG,https://clintongreen.github.io/vexx-assets/flags/mn.png,Asia • Eastern Asia,"The Soyombo symbol represents freedom, independence and national identity.",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,3.5 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,red,yellow,blue,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/blue.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
montenegro,Montenegro,ME,MNE,https://clintongreen.github.io/vexx-assets/flags/me.png,Europe • Southeast Europe,The golden double-headed eagle reflects the country's royal and historic heritage.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"13,812 km²",yellow,red,navy,green,,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,coat-of-arms,,,https://clintongreen.github.io/vexx-assets/symbols/coat-of-arms.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
morocco,Morocco,MA,MAR,https://clintongreen.github.io/vexx-assets/flags/ma.png,Africa • Northern Africa,The green pentagram represents the Seal of Solomon on a red field.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Arabic,red,green,,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
mozambique,Mozambique,MZ,MOZ,https://clintongreen.github.io/vexx-assets/flags/mz.png,Africa • Eastern Africa,"The open book, hoe and rifle symbolize education, agriculture and the defence of independence.",Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Portuguese,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,black,white,yellow,green,red,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/red.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
myanmar,Myanmar,MM,MMR,https://clintongreen.github.io/vexx-assets/flags/mm.png,Asia • South-Eastern Asia,The large white star represents the unity of the nation.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"676,578 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,54.5 million,yellow,green,red,white,,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
namibia,Namibia,NA,NAM,https://clintongreen.github.io/vexx-assets/flags/na.png,Africa • Southern Africa,The golden sun symbolizes life and energy above the national colours.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,3 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,blue,yellow,white,green,red,https://clintongreen.github.io/vexx-assets/colours/blue.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/red.png,sun,,,https://clintongreen.github.io/vexx-assets/symbols/sun.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,diagonal,https://clintongreen.github.io/vexx-assets/patterns/diagonal.png,9
nauru,Nauru,NR,NRU,https://clintongreen.github.io/vexx-assets/flags/nr.png,Oceania • Micronesia,The white star marks the island's location just south of the Equator.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,21 km²,navy,yellow,white,,,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
nepal,Nepal,NP,NPL,https://clintongreen.github.io/vexx-assets/flags/np.png,Asia • Southern Asia,The unique double-pennant design represents the Himalayas and the nation's enduring spirit.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Landlocked,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Nepali,red,navy,white,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,sun,,,https://clintongreen.github.io/vexx-assets/symbols/sun.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
netherlands,Netherlands,NL,NLD,https://clintongreen.github.io/vexx-assets/flags/nl.png,Europe • Western Europe,"The red, white and blue tricolour is one of the world's oldest national flags.",Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Dutch,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,red,white,navy,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,horizontal-triband,https://clintongreen.github.io/vexx-assets/patterns/horizontal-triband.png,6
new-zealand,New Zealand,NZ,NZL,https://clintongreen.github.io/vexx-assets/flags/nz.png,Oceania • Australia and New Zealand,The Union Jack and Southern Cross reflect history and geography.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"270,467 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,5.3 million,white,red,navy,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,union-jack,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/union-jack.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,canton,https://clintongreen.github.io/vexx-assets/patterns/canton.png,8
nicaragua,Nicaragua,NI,NIC,https://clintongreen.github.io/vexx-assets/flags/ni.png,North America • Central America,The triangle symbolizes equality while the rainbow represents peace.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,6.9 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,yellow,green,white,red,blue,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blue.png,coat-of-arms,,,https://clintongreen.github.io/vexx-assets/symbols/coat-of-arms.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,8
niger,Niger,NE,NER,https://clintongreen.github.io/vexx-assets/flags/ne.png,Africa • Western Africa,The orange disc symbolizes the sun above the Sahara Desert.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"1,267,000 km²",orange,green,white,,,https://clintongreen.github.io/vexx-assets/colours/orange.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
nigeria,Nigeria,NG,NGA,https://clintongreen.github.io/vexx-assets/flags/ng.png,Africa • Western Africa,The green and white triband represents agriculture and peace.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,English,white,green,,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,vertical-triband,https://clintongreen.github.io/vexx-assets/patterns/vertical-triband.png,5
north-korea,North Korea,KP,PRK,https://clintongreen.github.io/vexx-assets/flags/kp.png,Asia • Eastern Asia,The red star represents socialism while the colours reflect patriotism and peace.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Korean,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,white,navy,red,black,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
north-macedonia,North Macedonia,MK,MKD,https://clintongreen.github.io/vexx-assets/flags/mk.png,Europe • Southeast Europe,The radiant yellow sun symbolizes liberty and a bright future.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"25,713 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,1.8 million,red,yellow,,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,sun,,,https://clintongreen.github.io/vexx-assets/symbols/sun.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
norway,Norway,NO,NOR,https://clintongreen.github.io/vexx-assets/flags/no.png,Europe • Northern Europe,The Nordic cross reflects Christianity and Scandinavian heritage.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,5.6 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,white,navy,red,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,cross,,,https://clintongreen.github.io/vexx-assets/symbols/cross.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,cross,https://clintongreen.github.io/vexx-assets/patterns/cross.png,7
oman,Oman,OM,OMN,https://clintongreen.github.io/vexx-assets/flags/om.png,Asia • Western Asia,"The white, red and green colours represent peace, past struggles and the nation's fertile land.",Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Absolute monarchy,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"309,500 km²",white,red,green,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
pakistan,Pakistan,PK,PAK,https://clintongreen.github.io/vexx-assets/flags/pk.png,Asia • Southern Asia,The white crescent and star represent progress and light beside the green field of Islam.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,English,white,green,,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,crescent,star,,https://clintongreen.github.io/vexx-assets/symbols/crescent.png,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
